time,temperature,altitude
1479762984,35.4906028,336.6296447117129
1479762985,35.49943946,336.5191157290974
1479762986,35.50448899,336.54493379917403
1479762988,35.50512018,336.8327995311629
1479762989,35.51206327,336.41993811110297
1479762990,35.52279351,336.69785760052764
1479762991,35.5234247,336.5721579288729
1479762992,35.52910542,336.6174751335202
1479762994,35.53415495,336.85009269104194
1479762995,35.54046685,336.828796560716
1479762996,35.54362281,336.49318844554364
1479762997,35.54740995,336.740881325386
1479762998,35.55309067,336.9634639792639
1479762999,35.56066496,336.8680148956846
1479763000,35.56129615,336.68322183056443
1479763001,35.57139521,336.6732902733638
1479763002,35.57770712,336.8613177286825
1479763004,35.58275665,336.9437328526401
1479763005,35.58654379,336.6596561246188
1479763006,35.59096213,336.8998409113119
1479763008,35.60484834,336.8422003223168
1479763009,35.60169238,336.85284280263295
1479763011,35.61305382,336.79831225337693
1479763012,35.62441527,336.6846923764533
1479763013,35.61747216,336.77260111127543
1479763014,35.62757122,336.7922355379196
1479763015,35.6370391,336.82192129910254
1479763016,35.63767029,336.75278171924583
1479763017,35.63893267,336.9445399952383
1479763018,35.64776935,337.1886019804806
1479763020,35.64650697,337.08547941689903
1479763021,35.65660603,336.78010362970963
1479763022,35.66102437,336.87258838431444
1479763023,35.66228676,336.94616288556426
1479763024,35.66859867,336.9544391138843
1479763025,35.67617298,336.85900216032314
1479763026,35.68437847,336.8446776580822
1479763027,35.68627204,336.849111737778
1479763029,35.69195277,337.07428597485705
1479763030,35.69447754,337.1598376357142
