time,altitude,sound_time
1479754329,1332.485582,1130
1479754330,1332.485582,1130
1479754331,1347.290387,1130
1479754332,1354.367634,1130
1479754334,1360.375345,1130
1479754335,1365.338067,1130
1479754336,1371.843754,1130
1479754337,1378.410277,1130
1479754338,1386.17442,1130
1479754340,1391.96728,1130
1479754341,1397.995783,1130
1479754342,1410.477745,1130
1479754343,1417.216621,1130
1479754345,1417.216621,1130
1479754346,1424.215151,1130
1479754347,1436.111197,1130
1479754348,1442.892512,1130
1479754349,1448.917053,1130
1479754351,1454.924911,1130
1479754352,1461.72923,1130
1479754353,1473.474186,1130
1479754354,1480.900749,1130
1479754355,1487.881069,1130
1479754357,1496.741458,1130
1479754358,1496.741458,1130
1479754359,1509.089882,1130
1479754360,1514.711845,1130
1479754362,1521.522212,1130
1479754363,1528.587682,1130
1479754364,1541.600202,1130
1479754365,1547.695023,1130
1479754366,1553.94236,1130
1479754368,1553.94236,1130
1479754369,1560.191628,1130
1479754370,1573.053177,1130
1479754371,1579.273465,1130
1479754373,1585.974359,1130
1479754374,1592.882511,1130
1479754375,1605.442127,1130
1479754376,1605.442127,1130
1479754377,1612.011241,1130
1479754379,1618.571649,1130
1479754380,1624.667942,1130
1479754381,1635.88854,1130
1479754382,1641.759731,1130
1479754383,1648.600429,1130
1479754385,1655.444447,1130
1479754386,1655.444447,1130
1479754387,1667.845951,1130
1479754388,1674.471318,1130
1479754389,1680.636643,1130
1479754391,1686.769594,1130
1479754392,1693.521845,1130
1479754393,1701.908507,1130
1479754394,1707.523744,1130
1479754395,1713.136444,1130
1479754397,1719.22854,1130
1479754398,1725.204672,1130
1479754399,1736.542642,1130
