interior_pressure,interior_pressure,pressure_normal,pressure_2.5,pressure_97.5
101290.8483,101290.8483,101452.6322,101348.3492,101549.0144
101290.8483,101290.8483,101452.6322,101348.3492,101549.0144
101290.8483,101290.8483,101452.6322,101348.3492,101549.0144
101290.8483,101290.8483,101452.6322,101348.3492,101549.0144
101292.4572,101292.4572,101454.2436,101349.959,101550.6274
101292.4572,101292.4572,101454.2436,101349.959,101550.6274
101289.6535,101289.6535,101451.4354,101347.1537,101547.8165
101289.6535,101289.6535,101451.4354,101347.1537,101547.8165
101289.6535,101289.6535,101451.4354,101347.1537,101547.8165
101294.9272,101294.9272,101456.7176,101352.4304,101553.1037
101294.9272,101294.9272,101456.7176,101352.4304,101553.1037
101294.9272,101294.9272,101456.7176,101352.4304,101553.1037
101293.28,101293.28,101455.0677,101350.7823,101551.4523
101293.28,101293.28,101455.0677,101350.7823,101551.4523
101293.28,101293.28,101455.0677,101350.7823,101551.4523
101292.0783,101292.0783,101453.8641,101349.5799,101550.2475
101292.0783,101292.0783,101453.8641,101349.5799,101550.2475
101292.0783,101292.0783,101453.8641,101349.5799,101550.2475
101289.1509,101289.1509,101450.932,101346.6508,101547.3126
101289.1509,101289.1509,101450.932,101346.6508,101547.3126
101289.1509,101289.1509,101450.932,101346.6508,101547.3126
101292.1357,101292.1357,101453.9216,101349.6373,101550.3051
101292.1357,101292.1357,101453.9216,101349.6373,101550.3051
101290.131,101290.131,101451.9137,101347.6315,101548.2952
101290.131,101290.131,101451.9137,101347.6315,101548.2952
101290.131,101290.131,101451.9137,101347.6315,101548.2952
101289.5366,101289.5366,101451.3184,101347.0367,101547.6993
101289.5366,101289.5366,101451.3184,101347.0367,101547.6993
101289.5366,101289.5366,101451.3184,101347.0367,101547.6993
101289.5366,101289.5366,101451.3184,101347.0367,101547.6993
101289.5366,101289.5366,101451.3184,101347.0367,101547.6993
101292.8852,101292.8852,101454.6723,101350.3872,101551.0565
101292.8852,101292.8852,101454.6723,101350.3872,101551.0565
101292.8852,101292.8852,101454.6723,101350.3872,101551.0565
101292.8057,101292.8057,101454.5927,101350.3077,101550.9768
101292.8057,101292.8057,101454.5927,101350.3077,101550.9768
101292.8057,101292.8057,101454.5927,101350.3077,101550.9768
101290.8463,101290.8463,101452.6302,101348.3472,101549.0124
101290.8463,101290.8463,101452.6302,101348.3472,101549.0124
101291.5109,101291.5109,101453.2958,101349.0122,101549.6787
101291.5109,101291.5109,101453.2958,101349.0122,101549.6787
101291.5109,101291.5109,101453.2958,101349.0122,101549.6787
101289.6423,101289.6423,101451.4242,101347.1425,101547.8053
101289.6423,101289.6423,101451.4242,101347.1425,101547.8053
101289.6423,101289.6423,101451.4242,101347.1425,101547.8053
101294.1999,101294.1999,101455.9891,101351.7027,101552.3745
101294.1999,101294.1999,101455.9891,101351.7027,101552.3745
101294.1999,101294.1999,101455.9891,101351.7027,101552.3745
101290.4514,101290.4514,101452.2346,101347.9521,101548.6165
101290.4514,101290.4514,101452.2346,101347.9521,101548.6165
101290.4514,101290.4514,101452.2346,101347.9521,101548.6165
101291.9608,101291.9608,101453.7464,101349.4623,101550.1297
101291.9608,101291.9608,101453.7464,101349.4623,101550.1297
101291.9608,101291.9608,101453.7464,101349.4623,101550.1297
101291.9608,101291.9608,101453.7464,101349.4623,101550.1297
101291.1872,101291.1872,101452.9716,101348.6883,101549.3541
101291.1872,101291.1872,101452.9716,101348.6883,101549.3541
101291.1872,101291.1872,101452.9716,101348.6883,101549.3541
101295.5727,101295.5727,101457.3641,101353.0763,101553.7508
101295.5727,101295.5727,101457.3641,101353.0763,101553.7508
101295.5727,101295.5727,101457.3641,101353.0763,101553.7508
101291.7865,101291.7865,101453.5719,101349.2879,101549.955
101291.7865,101291.7865,101453.5719,101349.2879,101549.955
101291.7865,101291.7865,101453.5719,101349.2879,101549.955
101290.0036,101290.0036,101451.7861,101347.504,101548.1675
101290.0036,101290.0036,101451.7861,101347.504,101548.1675
101290.0036,101290.0036,101451.7861,101347.504,101548.1675
101291.2415,101291.2415,101453.026,101348.7426,101549.4086
101291.2415,101291.2415,101453.026,101348.7426,101549.4086
101290.2237,101290.2237,101452.0066,101347.7242,101548.3882
101290.2237,101290.2237,101452.0066,101347.7242,101548.3882
101290.2237,101290.2237,101452.0066,101347.7242,101548.3882
101293.4949,101293.4949,101455.283,101350.9973,101551.6677
101293.4949,101293.4949,101455.283,101350.9973,101551.6677
101293.4949,101293.4949,101455.283,101350.9973,101551.6677
101290.3226,101290.3226,101452.1056,101347.8232,101548.4873
101290.3226,101290.3226,101452.1056,101347.8232,101548.4873
101290.3226,101290.3226,101452.1056,101347.8232,101548.4873
101290.3226,101290.3226,101452.1056,101347.8232,101548.4873
101290.3226,101290.3226,101452.1056,101347.8232,101548.4873
101290.8228,101290.8228,101452.6066,101348.3237,101548.9888
101290.8228,101290.8228,101452.6066,101348.3237,101548.9888
101291.1655,101291.1655,101452.9499,101348.6666,101549.3324
101291.1655,101291.1655,101452.9499,101348.6666,101549.3324
101291.1655,101291.1655,101452.9499,101348.6666,101549.3324
101290.4435,101290.4435,101452.2267,101347.9441,101548.6085
101290.4435,101290.4435,101452.2267,101347.9441,101548.6085
101290.4435,101290.4435,101452.2267,101347.9441,101548.6085
101289.0456,101289.0456,101450.8266,101346.5455,101547.2071
101289.0456,101289.0456,101450.8266,101346.5455,101547.2071
101289.0456,101289.0456,101450.8266,101346.5455,101547.2071
101287.9872,101287.9872,101449.7665,101345.4864,101546.146
101287.9872,101287.9872,101449.7665,101345.4864,101546.146
101287.9872,101287.9872,101449.7665,101345.4864,101546.146
101287.3393,101287.3393,101449.1175,101344.8382,101545.4964
101287.3393,101287.3393,101449.1175,101344.8382,101545.4964
101287.3393,101287.3393,101449.1175,101344.8382,101545.4964
101288.1417,101288.1417,101449.9212,101345.641,101546.3009
101288.1417,101288.1417,101449.9212,101345.641,101546.3009
101290.0954,101290.0954,101451.8781,101347.5958,101548.2595
101290.0954,101290.0954,101451.8781,101347.5958,101548.2595
101290.0954,101290.0954,101451.8781,101347.5958,101548.2595
101290.941,101290.941,101452.725,101348.4419,101549.1073
101290.941,101290.941,101452.725,101348.4419,101549.1073
101290.941,101290.941,101452.725,101348.4419,101549.1073
101290.941,101290.941,101452.725,101348.4419,101549.1073
101290.941,101290.941,101452.725,101348.4419,101549.1073
101290.1602,101290.1602,101451.943,101347.6607,101548.3245
101290.1602,101290.1602,101451.943,101347.6607,101548.3245
101290.1602,101290.1602,101451.943,101347.6607,101548.3245
101291.5489,101291.5489,101453.3339,101349.0502,101549.7168
101291.5489,101291.5489,101453.3339,101349.0502,101549.7168
101290.0119,101290.0119,101451.7944,101347.5123,101548.1758
101290.0119,101290.0119,101451.7944,101347.5123,101548.1758
101290.0119,101290.0119,101451.7944,101347.5123,101548.1758
101289.3515,101289.3515,101451.133,101346.8515,101547.5138
101289.3515,101289.3515,101451.133,101346.8515,101547.5138
101289.3515,101289.3515,101451.133,101346.8515,101547.5138
101288.9844,101288.9844,101450.7653,101346.4842,101547.1457
101288.9844,101288.9844,101450.7653,101346.4842,101547.1457
101288.9844,101288.9844,101450.7653,101346.4842,101547.1457
101288.469,101288.469,101450.2491,101345.9685,101546.629
101288.469,101288.469,101450.2491,101345.9685,101546.629
101288.469,101288.469,101450.2491,101345.9685,101546.629
101290.1911,101290.1911,101451.9739,101347.6916,101548.3555
101290.1911,101290.1911,101451.9739,101347.6916,101548.3555
101290.1911,101290.1911,101451.9739,101347.6916,101548.3555
101290.8085,101290.8085,101452.5923,101348.3094,101548.9745
101290.8085,101290.8085,101452.5923,101348.3094,101548.9745
101290.8085,101290.8085,101452.5923,101348.3094,101548.9745
101290.8085,101290.8085,101452.5923,101348.3094,101548.9745
101291.0431,101291.0431,101452.8273,101348.5441,101549.2097
101291.0431,101291.0431,101452.8273,101348.5441,101549.2097
101291.0431,101291.0431,101452.8273,101348.5441,101549.2097
101290.7189,101290.7189,101452.5026,101348.2197,101548.8846
101290.7189,101290.7189,101452.5026,101348.2197,101548.8846
101290.7189,101290.7189,101452.5026,101348.2197,101548.8846
101290.5182,101290.5182,101452.3015,101348.0189,101548.6834
101290.5182,101290.5182,101452.3015,101348.0189,101548.6834
101290.5182,101290.5182,101452.3015,101348.0189,101548.6834
101292.3822,101292.3822,101454.1685,101349.884,101550.5522
101292.3822,101292.3822,101454.1685,101349.884,101550.5522
101293.3577,101293.3577,101455.1456,101350.86,101551.5302
101293.3577,101293.3577,101455.1456,101350.86,101551.5302
101293.3577,101293.3577,101455.1456,101350.86,101551.5302
101290.2491,101290.2491,101452.032,101347.7496,101548.4136
101290.2491,101290.2491,101452.032,101347.7496,101548.4136
101290.2491,101290.2491,101452.032,101347.7496,101548.4136
101287.8999,101287.8999,101449.679,101345.3991,101546.0584
101287.8999,101287.8999,101449.679,101345.3991,101546.0584
101287.8999,101287.8999,101449.679,101345.3991,101546.0584
101287.8194,101287.8194,101449.5984,101345.3186,101545.9777
101287.8194,101287.8194,101449.5984,101345.3186,101545.9777
101287.8194,101287.8194,101449.5984,101345.3186,101545.9777
101287.8194,101287.8194,101449.5984,101345.3186,101545.9777
101287.8194,101287.8194,101449.5984,101345.3186,101545.9777
101289.8164,101289.8164,101451.5986,101347.3167,101547.9798
101289.8164,101289.8164,101451.5986,101347.3167,101547.9798
101293.6592,101293.6592,101455.4476,101351.1617,101551.8324
101293.6592,101293.6592,101455.4476,101351.1617,101551.8324
101293.6592,101293.6592,101455.4476,101351.1617,101551.8324
101287.939,101287.939,101449.7182,101345.4382,101546.0976
101287.939,101287.939,101449.7182,101345.4382,101546.0976
101287.939,101287.939,101449.7182,101345.4382,101546.0976
101289.9639,101289.9639,101451.7463,101347.4643,101548.1277
101289.9639,101289.9639,101451.7463,101347.4643,101548.1277
101289.9639,101289.9639,101451.7463,101347.4643,101548.1277
101291.8156,101291.8156,101453.601,101349.317,101549.9841
101291.8156,101291.8156,101453.601,101349.317,101549.9841
101291.8156,101291.8156,101453.601,101349.317,101549.9841
101289.0958,101289.0958,101450.8769,101346.5957,101547.2574
101289.0958,101289.0958,101450.8769,101346.5957,101547.2574
101289.0958,101289.0958,101450.8769,101346.5957,101547.2574
101290.2039,101290.2039,101451.9867,101347.7044,101548.3683
101290.2039,101290.2039,101451.9867,101347.7044,101548.3683
101290.7464,101290.7464,101452.5301,101348.2472,101548.9122
101290.7464,101290.7464,101452.5301,101348.2472,101548.9122
101290.7464,101290.7464,101452.5301,101348.2472,101548.9122
101290.7464,101290.7464,101452.5301,101348.2472,101548.9122
101290.7464,101290.7464,101452.5301,101348.2472,101548.9122
101290.7464,101290.7464,101452.5301,101348.2472,101548.9122
101289.8295,101289.8295,101451.6117,101347.3298,101547.993
101289.8295,101289.8295,101451.6117,101347.3298,101547.993
101289.8295,101289.8295,101451.6117,101347.3298,101547.993
101289.0537,101289.0537,101450.8347,101346.5536,101547.2152
101289.0537,101289.0537,101450.8347,101346.5536,101547.2152
101289.0537,101289.0537,101450.8347,101346.5536,101547.2152
101289.0655,101289.0655,101450.8465,101346.5654,101547.227
101289.0655,101289.0655,101450.8465,101346.5654,101547.227
101290.7378,101290.7378,101452.5215,101348.2386,101548.9036
101290.7378,101290.7378,101452.5215,101348.2386,101548.9036
101290.7378,101290.7378,101452.5215,101348.2386,101548.9036
101289.1962,101289.1962,101450.9774,101346.6961,101547.3581
101289.1962,101289.1962,101450.9774,101346.6961,101547.3581
101289.1962,101289.1962,101450.9774,101346.6961,101547.3581
101291.0419,101291.0419,101452.8261,101348.5429,101549.2085
101291.0419,101291.0419,101452.8261,101348.5429,101549.2085
101291.0419,101291.0419,101452.8261,101348.5429,101549.2085
101290.8905,101290.8905,101452.6744,101348.3914,101549.0567
101290.8905,101290.8905,101452.6744,101348.3914,101549.0567
101290.8905,101290.8905,101452.6744,101348.3914,101549.0567
101288.6862,101288.6862,101450.4666,101346.1858,101546.8468
101288.6862,101288.6862,101450.4666,101346.1858,101546.8468
101288.6862,101288.6862,101450.4666,101346.1858,101546.8468
101291.3033,101291.3033,101453.0879,101348.8044,101549.4705
101291.3033,101291.3033,101453.0879,101348.8044,101549.4705
101291.3033,101291.3033,101453.0879,101348.8044,101549.4705
101291.3033,101291.3033,101453.0879,101348.8044,101549.4705
101291.3738,101291.3738,101453.1585,101348.875,101549.5412
101291.3738,101291.3738,101453.1585,101348.875,101549.5412
101291.3738,101291.3738,101453.1585,101348.875,101549.5412
101293.4355,101293.4355,101455.2235,101350.9379,101551.6082
101293.4355,101293.4355,101455.2235,101350.9379,101551.6082
101293.4355,101293.4355,101455.2235,101350.9379,101551.6082
101290.6563,101290.6563,101452.4399,101348.1571,101548.8219
101290.6563,101290.6563,101452.4399,101348.1571,101548.8219
101290.6563,101290.6563,101452.4399,101348.1571,101548.8219
101292.5078,101292.5078,101454.2943,101350.0096,101550.6781
101292.5078,101292.5078,101454.2943,101350.0096,101550.6781
101287.4429,101287.4429,101449.2213,101344.9418,101545.6003
101287.4429,101287.4429,101449.2213,101344.9418,101545.6003
101287.4429,101287.4429,101449.2213,101344.9418,101545.6003
101292.1326,101292.1326,101453.9185,101349.6342,101550.3019
101292.1326,101292.1326,101453.9185,101349.6342,101550.3019
101292.1326,101292.1326,101453.9185,101349.6342,101550.3019
101288.8006,101288.8006,101450.5812,101346.3003,101546.9614
101288.8006,101288.8006,101450.5812,101346.3003,101546.9614
101288.8006,101288.8006,101450.5812,101346.3003,101546.9614
101293.6755,101293.6755,101455.4639,101351.178,101551.8488
101293.6755,101293.6755,101455.4639,101351.178,101551.8488
101293.6755,101293.6755,101455.4639,101351.178,101551.8488
101293.6755,101293.6755,101455.4639,101351.178,101551.8488
101293.6755,101293.6755,101455.4639,101351.178,101551.8488
101293.0783,101293.0783,101454.8657,101350.5805,101551.2501
101293.0783,101293.0783,101454.8657,101350.5805,101551.2501
101288.8599,101288.8599,101450.6406,101346.3596,101547.0209
101288.8599,101288.8599,101450.6406,101346.3596,101547.0209
101288.8599,101288.8599,101450.6406,101346.3596,101547.0209
101292.1222,101292.1222,101453.9081,101349.6238,101550.2915
101292.1222,101292.1222,101453.9081,101349.6238,101550.2915
101292.1222,101292.1222,101453.9081,101349.6238,101550.2915
101293.0227,101293.0227,101454.81,101350.5248,101551.1943
101293.0227,101293.0227,101454.81,101350.5248,101551.1943
101293.0227,101293.0227,101454.81,101350.5248,101551.1943
101291.3173,101291.3173,101453.1019,101348.8184,101549.4846
101291.3173,101291.3173,101453.1019,101348.8184,101549.4846
101291.3173,101291.3173,101453.1019,101348.8184,101549.4846
101288.4563,101288.4563,101450.2363,101345.9558,101546.6163
101288.4563,101288.4563,101450.2363,101345.9558,101546.6163
101290.6441,101290.6441,101452.4276,101348.1449,101548.8096
101290.6441,101290.6441,101452.4276,101348.1449,101548.8096
101290.6441,101290.6441,101452.4276,101348.1449,101548.8096
101288.0158,101288.0158,101449.7951,101345.5151,101546.1746
101288.0158,101288.0158,101449.7951,101345.5151,101546.1746
101288.0158,101288.0158,101449.7951,101345.5151,101546.1746
101288.0158,101288.0158,101449.7951,101345.5151,101546.1746
101288.0158,101288.0158,101449.7951,101345.5151,101546.1746
101290.1055,101290.1055,101451.8882,101347.606,101548.2697
101290.1055,101290.1055,101451.8882,101347.606,101548.2697
101290.1055,101290.1055,101451.8882,101347.606,101548.2697
101285.4965,101285.4965,101447.2718,101342.9943,101543.6489
101285.4965,101285.4965,101447.2718,101342.9943,101543.6489
101284.4585,101284.4585,101446.2321,101341.9557,101542.6083
101284.4585,101284.4585,101446.2321,101341.9557,101542.6083
101284.4585,101284.4585,101446.2321,101341.9557,101542.6083
101288.0743,101288.0743,101449.8537,101345.5736,101546.2333
101288.0743,101288.0743,101449.8537,101345.5736,101546.2333
101288.0743,101288.0743,101449.8537,101345.5736,101546.2333
101287.1289,101287.1289,101448.9068,101344.6277,101545.2855
101287.1289,101287.1289,101448.9068,101344.6277,101545.2855
101287.1289,101287.1289,101448.9068,101344.6277,101545.2855
101287.5047,101287.5047,101449.2832,101345.0037,101545.6622
101287.5047,101287.5047,101449.2832,101345.0037,101545.6622
101287.5047,101287.5047,101449.2832,101345.0037,101545.6622
101286.1074,101286.1074,101447.8837,101343.6056,101544.2614
101286.1074,101286.1074,101447.8837,101343.6056,101544.2614
101286.1074,101286.1074,101447.8837,101343.6056,101544.2614
101290.3096,101290.3096,101452.0926,101347.8102,101548.4743
101290.3096,101290.3096,101452.0926,101347.8102,101548.4743
101285.3526,101285.3526,101447.1277,101342.8503,101543.5047
101285.3526,101285.3526,101447.1277,101342.8503,101543.5047
101285.3526,101285.3526,101447.1277,101342.8503,101543.5047
101285.3526,101285.3526,101447.1277,101342.8503,101543.5047
101285.3526,101285.3526,101447.1277,101342.8503,101543.5047
101288.0511,101288.0511,101449.8305,101345.5504,101546.21
101288.0511,101288.0511,101449.8305,101345.5504,101546.21
101288.0511,101288.0511,101449.8305,101345.5504,101546.21
101286.8842,101286.8842,101448.6617,101344.3828,101545.0402
101286.8842,101286.8842,101448.6617,101344.3828,101545.0402
101286.8842,101286.8842,101448.6617,101344.3828,101545.0402
101286.9541,101286.9541,101448.7317,101344.4528,101545.1102
101286.9541,101286.9541,101448.7317,101344.4528,101545.1102
101288.8588,101288.8588,101450.6395,101346.3585,101547.0198
101288.8588,101288.8588,101450.6395,101346.3585,101547.0198
101288.8588,101288.8588,101450.6395,101346.3585,101547.0198
101286.2636,101286.2636,101448.0401,101343.7619,101544.418
101286.2636,101286.2636,101448.0401,101343.7619,101544.418
101286.2636,101286.2636,101448.0401,101343.7619,101544.418
101288.1737,101288.1737,101449.9533,101345.6731,101546.3329
101288.1737,101288.1737,101449.9533,101345.6731,101546.3329
101288.1737,101288.1737,101449.9533,101345.6731,101546.3329
101287.8316,101287.8316,101449.6106,101345.3308,101545.99
101287.8316,101287.8316,101449.6106,101345.3308,101545.99
101287.8316,101287.8316,101449.6106,101345.3308,101545.99
101288.5385,101288.5385,101450.3187,101346.0381,101546.6987
101288.5385,101288.5385,101450.3187,101346.0381,101546.6987
101288.5385,101288.5385,101450.3187,101346.0381,101546.6987
101288.5385,101288.5385,101450.3187,101346.0381,101546.6987
101289.9095,101289.9095,101451.6919,101347.4098,101548.0732
101289.9095,101289.9095,101451.6919,101347.4098,101548.0732
101289.9095,101289.9095,101451.6919,101347.4098,101548.0732
101286.0319,101286.0319,101447.8081,101343.53,101544.1857
101286.0319,101286.0319,101447.8081,101343.53,101544.1857
101286.0319,101286.0319,101447.8081,101343.53,101544.1857
101285.7006,101285.7006,101447.4762,101343.1985,101543.8535
101285.7006,101285.7006,101447.4762,101343.1985,101543.8535
101285.7006,101285.7006,101447.4762,101343.1985,101543.8535
101287.5744,101287.5744,101449.353,101345.0734,101545.7321
101287.5744,101287.5744,101449.353,101345.0734,101545.7321
101287.5744,101287.5744,101449.353,101345.0734,101545.7321
101287.5623,101287.5623,101449.3409,101345.0613,101545.72
101287.5623,101287.5623,101449.3409,101345.0613,101545.72
101287.5623,101287.5623,101449.3409,101345.0613,101545.72
101286.8607,101286.8607,101448.6382,101344.3593,101545.0166
101286.8607,101286.8607,101448.6382,101344.3593,101545.0166
101288.8861,101288.8861,101450.6668,101346.3859,101547.0472
101288.8861,101288.8861,101450.6668,101346.3859,101547.0472
101288.8861,101288.8861,101450.6668,101346.3859,101547.0472
101269.7452,101269.7452,101431.4953,101327.234,101527.8574
101269.7452,101269.7452,101431.4953,101327.234,101527.8574
101269.7452,101269.7452,101431.4953,101327.234,101527.8574
101269.7452,101269.7452,101431.4953,101327.234,101527.8574
101269.7452,101269.7452,101431.4953,101327.234,101527.8574
101286.273,101286.273,101448.0495,101343.7713,101544.4274
101286.273,101286.273,101448.0495,101343.7713,101544.4274
101286.273,101286.273,101448.0495,101343.7713,101544.4274
101288.5787,101288.5787,101450.3589,101346.0783,101546.739
101288.5787,101288.5787,101450.3589,101346.0783,101546.739
101289.5121,101289.5121,101451.2938,101347.0122,101547.6748
101289.5121,101289.5121,101451.2938,101347.0122,101547.6748
101289.5121,101289.5121,101451.2938,101347.0122,101547.6748
101289.6972,101289.6972,101451.4792,101347.1974,101547.8603
101289.6972,101289.6972,101451.4792,101347.1974,101547.8603
101289.6972,101289.6972,101451.4792,101347.1974,101547.8603
101289.6972,101289.6972,101451.4792,101347.1974,101547.8603
101286.9858,101286.9858,101448.7635,101344.4845,101545.142
101286.9858,101286.9858,101448.7635,101344.4845,101545.142
101286.9858,101286.9858,101448.7635,101344.4845,101545.142
101286.7777,101286.7777,101448.555,101344.2763,101544.9334
101286.7777,101286.7777,101448.555,101344.2763,101544.9334
101286.7777,101286.7777,101448.555,101344.2763,101544.9334
101287.8574,101287.8574,101449.6365,101345.3566,101546.0158
101287.8574,101287.8574,101449.6365,101345.3566,101546.0158
101287.8626,101287.8626,101449.6417,101345.3618,101546.0211
101287.8626,101287.8626,101449.6417,101345.3618,101546.0211
101287.8626,101287.8626,101449.6417,101345.3618,101546.0211
101287.8626,101287.8626,101449.6417,101345.3618,101546.0211
101287.8626,101287.8626,101449.6417,101345.3618,101546.0211
101287.5415,101287.5415,101449.3201,101345.0405,101545.6991
101287.5415,101287.5415,101449.3201,101345.0405,101545.6991
101288.251,101288.251,101450.0307,101345.7504,101546.4104
101288.251,101288.251,101450.0307,101345.7504,101546.4104
101288.251,101288.251,101450.0307,101345.7504,101546.4104
101287.8321,101287.8321,101449.6111,101345.3313,101545.9905
101287.8321,101287.8321,101449.6111,101345.3313,101545.9905
101287.4774,101287.4774,101449.2559,101344.9764,101545.6349
101287.4774,101287.4774,101449.2559,101344.9764,101545.6349
101285.3105,101285.3105,101447.0855,101342.8082,101543.4624
101285.3105,101285.3105,101447.0855,101342.8082,101543.4624
101285.3105,101285.3105,101447.0855,101342.8082,101543.4624
101289.6418,101289.6418,101451.4237,101347.142,101547.8048
101289.6418,101289.6418,101451.4237,101347.142,101547.8048
101289.6418,101289.6418,101451.4237,101347.142,101547.8048
101285.7217,101285.7217,101447.4974,101343.2197,101543.8747
101285.7217,101285.7217,101447.4974,101343.2197,101543.8747
101285.7217,101285.7217,101447.4974,101343.2197,101543.8747
101286.9297,101286.9297,101448.7073,101344.4283,101545.0858
101286.9297,101286.9297,101448.7073,101344.4283,101545.0858
101286.9297,101286.9297,101448.7073,101344.4283,101545.0858
101290.1224,101290.1224,101451.9051,101347.6229,101548.2866
101290.1224,101290.1224,101451.9051,101347.6229,101548.2866
101290.1224,101290.1224,101451.9051,101347.6229,101548.2866
101290.1224,101290.1224,101451.9051,101347.6229,101548.2866
101285.9347,101285.9347,101447.7107,101343.4328,101544.0882
101285.9347,101285.9347,101447.7107,101343.4328,101544.0882
101285.9347,101285.9347,101447.7107,101343.4328,101544.0882
101285.603,101285.603,101447.3785,101343.1009,101543.7557
101285.603,101285.603,101447.3785,101343.1009,101543.7557
101285.603,101285.603,101447.3785,101343.1009,101543.7557
101287.5128,101287.5128,101449.2913,101345.0118,101545.6704
101287.5128,101287.5128,101449.2913,101345.0118,101545.6704
101287.5128,101287.5128,101449.2913,101345.0118,101545.6704
101287.6054,101287.6054,101449.3841,101345.1044,101545.7632
101287.6054,101287.6054,101449.3841,101345.1044,101545.7632
101287.0936,101287.0936,101448.8714,101344.5923,101545.2501
101287.0936,101287.0936,101448.8714,101344.5923,101545.2501
101287.0936,101287.0936,101448.8714,101344.5923,101545.2501
101286.0316,101286.0316,101447.8078,101343.5297,101544.1854
101286.0316,101286.0316,101447.8078,101343.5297,101544.1854
101286.0316,101286.0316,101447.8078,101343.5297,101544.1854
101286.5585,101286.5585,101448.3355,101344.0569,101544.7136
101286.5585,101286.5585,101448.3355,101344.0569,101544.7136
101286.5585,101286.5585,101448.3355,101344.0569,101544.7136
101284.8512,101284.8512,101446.6255,101342.3487,101543.002
101284.8512,101284.8512,101446.6255,101342.3487,101543.002
101284.8512,101284.8512,101446.6255,101342.3487,101543.002
101284.8512,101284.8512,101446.6255,101342.3487,101543.002
101287.1127,101287.1127,101448.8906,101344.6114,101545.2692
101287.1127,101287.1127,101448.8906,101344.6114,101545.2692
101287.1127,101287.1127,101448.8906,101344.6114,101545.2692
101287.1177,101287.1177,101448.8956,101344.6164,101545.2743
101287.1177,101287.1177,101448.8956,101344.6164,101545.2743
101287.1177,101287.1177,101448.8956,101344.6164,101545.2743
101291.0248,101291.0248,101452.8089,101348.5258,101549.1913
101291.0248,101291.0248,101452.8089,101348.5258,101549.1913
101291.0248,101291.0248,101452.8089,101348.5258,101549.1913
101287.9985,101287.9985,101449.7778,101345.4978,101546.1573
101287.9985,101287.9985,101449.7778,101345.4978,101546.1573
101287.9985,101287.9985,101449.7778,101345.4978,101546.1573
101286.993,101286.993,101448.7707,101344.4917,101545.1492
101286.993,101286.993,101448.7707,101344.4917,101545.1492
101286.993,101286.993,101448.7707,101344.4917,101545.1492
101287.1213,101287.1213,101448.8992,101344.6201,101545.2779
101287.1213,101287.1213,101448.8992,101344.6201,101545.2779
101285.632,101285.632,101447.4075,101343.1299,101543.7848
101285.632,101285.632,101447.4075,101343.1299,101543.7848
101285.632,101285.632,101447.4075,101343.1299,101543.7848
101285.0322,101285.0322,101446.8068,101342.5298,101543.1834
101285.0322,101285.0322,101446.8068,101342.5298,101543.1834
101285.0322,101285.0322,101446.8068,101342.5298,101543.1834
101285.0322,101285.0322,101446.8068,101342.5298,101543.1834
101285.0322,101285.0322,101446.8068,101342.5298,101543.1834
101289.8572,101289.8572,101451.6395,101347.3575,101548.0207
101289.8572,101289.8572,101451.6395,101347.3575,101548.0207
